Date,Open,High,Low,Close,Adj Close,Volume
2009-04-20,1929.699951,1935.000000,1929.699951,1935.000000,1935.000000,0
2009-04-21,1914.400024,1945.000000,1914.400024,1945.000000,1945.000000,0
2009-04-22,1910.599976,1950.000000,1910.599976,1948.000000,1948.000000,0
2009-04-23,1910.599976,1955.000000,1910.599976,1955.000000,1955.000000,0
2009-04-24,1927.400024,1927.400024,1927.400024,1957.500000,1957.500000,0
2009-04-27,1939.400024,1939.400024,1939.400024,1939.400024,1939.400024,0
2009-04-28,1920.099976,1920.099976,1920.099976,1920.099976,1920.099976,0
2009-04-29,1920.099976,1920.099976,1920.099976,1958.199951,1958.199951,0
2009-04-30,1960.800049,1960.800049,1960.800049,1984.000000,1984.000000,0
2009-05-01,1960.800049,1960.800049,1960.800049,1990.000000,1990.000000,0
2009-05-04,1956.800049,1956.800049,1956.800049,1956.800049,1956.800049,0
2009-05-05,1956.800049,2000.000000,1956.800049,2000.000000,2000.000000,0
2009-05-06,1967.300049,1967.300049,1967.300049,1967.300049,1967.300049,0
2009-05-07,1967.300049,2011.000000,1967.300049,2011.000000,2011.000000,0
2009-05-08,1969.599976,2024.000000,1969.599976,2024.000000,2024.000000,0
2009-05-11,2008.500000,2008.500000,2008.500000,2008.500000,2008.500000,0
2009-05-12,2015.900024,2046.000000,2015.900024,2046.000000,2046.000000,0
2009-05-13,2018.000000,2018.000000,2018.000000,2018.000000,2018.000000,0
2009-05-14,2006.500000,2042.000000,2006.500000,2042.000000,2042.000000,0
2009-05-15,2003.599976,2021.000000,2003.599976,2021.000000,2021.000000,0
2009-05-18,1990.400024,2029.000000,1990.400024,2029.000000,2029.000000,0
2009-05-19,2015.500000,2043.000000,2015.500000,2043.000000,2043.000000,0
2009-05-20,2021.099976,2069.000000,2021.099976,2069.000000,2069.000000,0
2009-05-21,2021.099976,2071.000000,2021.099976,2071.000000,2071.000000,0
2009-05-22,2067.600098,2067.600098,2067.600098,2067.600098,2067.600098,0
2009-05-25,2069.100098,2069.100098,2068.899902,2068.899902,2068.899902,0
2009-05-26,2051.600098,2098.000000,2051.600098,2098.000000,2098.000000,0
2009-05-27,2063.699951,2090.000000,2063.699951,2090.000000,2090.000000,0
2009-05-28,2052.199951,2091.000000,2052.199951,2091.000000,2091.000000,0
2009-05-29,2085.300049,2085.300049,2085.300049,2085.300049,2085.300049,0
2009-06-01,2091.000000,2091.000000,2091.000000,2091.000000,2091.000000,0
2009-06-02,2106.100098,2140.000000,2106.100098,2140.000000,2140.000000,0
2009-06-03,2106.600098,2125.000000,2106.600098,2125.000000,2125.000000,0
2009-06-04,2095.800049,2130.000000,2095.800049,2130.000000,2130.000000,0
2009-06-05,2095.800049,2099.000000,2095.800049,2099.000000,2099.000000,0
2009-06-08,2043.199951,2099.000000,2043.199951,2084.000000,2084.000000,0
2009-06-09,2052.000000,2099.000000,2052.000000,2099.000000,2099.000000,0
2009-06-10,2082.699951,2099.000000,2082.699951,2098.000000,2098.000000,0
2009-06-11,2070.600098,2121.000000,2070.600098,2121.000000,2121.000000,0
2009-06-12,2075.699951,2121.000000,2075.699951,2121.000000,2121.000000,0
2009-06-15,2051.000000,2121.000000,2051.000000,2068.000000,2068.000000,0
2009-06-16,2052.000000,2075.000000,2052.000000,2075.000000,2075.000000,0
2009-06-17,2048.399902,2079.000000,2048.399902,2078.000000,2078.000000,0
2009-06-18,2048.399902,2059.300049,2048.399902,2059.300049,2059.300049,0
2009-06-19,2060.199951,2060.199951,2060.199951,2060.199951,2060.199951,0
2009-06-22,2046.199951,2088.000000,2046.199951,2076.000000,2076.000000,0
2009-06-23,2046.199951,2109.000000,2046.199951,2109.000000,2109.000000,0
2009-06-24,2063.800049,2103.000000,2063.800049,2103.000000,2103.000000,0
2009-06-25,2081.600098,2081.600098,2059.000000,2059.000000,2059.000000,0
2009-06-26,2059.000000,2109.000000,2059.000000,2109.000000,2109.000000,0
2009-06-29,2078.300049,2109.000000,2078.300049,2109.000000,2109.000000,0
2009-06-30,2089.000000,2102.000000,2089.000000,2102.000000,2102.000000,0
2009-07-01,2079.000000,2079.000000,2079.000000,2079.000000,2079.000000,0
2009-07-02,2079.000000,2080.500000,2079.000000,2080.500000,2080.500000,0
2009-07-03,2069.800049,2069.800049,2069.800049,2069.800049,2069.800049,0
2009-07-06,2053.000000,2053.000000,2053.000000,2053.000000,2053.000000,0
2009-07-07,2073.300049,2073.300049,2073.300049,2073.300049,2073.300049,0
2009-07-08,2058.699951,2058.699951,2058.699951,2058.699951,2058.699951,0
2009-07-09,2058.699951,2064.500000,2058.699951,2064.500000,2064.500000,0
2009-07-10,2055.500000,2055.500000,2055.500000,2055.500000,2055.500000,0
2009-07-13,2068.500000,2068.500000,2063.300049,2063.300049,2063.300049,0
2009-07-14,2066.899902,2066.899902,2066.899902,2066.899902,2066.899902,0
2009-07-15,2081.800049,2081.800049,2081.800049,2081.800049,2081.800049,0
2009-07-16,2081.800049,2088.399902,2081.800049,2088.399902,2088.399902,0
2009-07-17,2083.600098,2083.600098,2083.600098,2083.600098,2083.600098,0
2009-07-20,2103.199951,2135.000000,2103.199951,2135.000000,2135.000000,0
2009-07-21,2102.000000,2102.000000,2101.500000,2102.000000,2102.000000,0
2009-07-22,2101.500000,2137.000000,2101.500000,2137.000000,2137.000000,0
2009-07-23,2137.000000,2137.000000,2102.199951,2102.199951,2102.199951,0
2009-07-24,2102.199951,2106.699951,2102.199951,2106.699951,2106.699951,0
2009-07-27,2113.100098,2113.100098,2113.100098,2113.100098,2113.100098,0
2009-07-28,2134.000000,2134.000000,2111.399902,2124.000000,2124.000000,0
2009-07-29,2111.399902,2111.399902,2090.300049,2105.000000,2105.000000,0
2009-07-30,2080.399902,2110.000000,2080.399902,2110.000000,2110.000000,0
2009-07-31,2080.399902,2091.800049,2080.399902,2091.800049,2091.800049,0
2009-08-03,2113.699951,2113.699951,2110.000000,2110.000000,2110.000000,0
2009-08-04,2121.800049,2121.800049,2110.000000,2110.000000,2110.000000,0
2009-08-05,2123.100098,2162.000000,2110.000000,2161.000000,2161.000000,0
2009-08-06,2127.600098,2161.000000,2127.600098,2161.000000,2161.000000,0
2009-08-07,2125.399902,2161.000000,2125.399902,2128.000000,2128.000000,0
2009-08-10,2100.600098,2120.000000,2100.600098,2120.000000,2120.000000,0
2009-08-11,2089.199951,2121.000000,2089.199951,2121.000000,2121.000000,0
2009-08-12,2089.199951,2137.000000,2089.199951,2137.000000,2137.000000,0
2009-08-13,2095.600098,2142.000000,2095.600098,2142.000000,2142.000000,0
2009-08-14,2111.600098,2142.000000,2111.600098,2135.000000,2135.000000,0
2009-08-17,2073.000000,2135.000000,2073.000000,2112.000000,2112.000000,0
2009-08-18,2079.699951,2120.000000,2079.699951,2120.000000,2120.000000,0
2009-08-19,2079.699951,2088.100098,2079.699951,2088.100098,2088.100098,0
2009-08-20,2088.100098,2136.000000,2088.100098,2136.000000,2136.000000,0
2009-08-21,2111.500000,2150.000000,2111.500000,2150.000000,2150.000000,0
2009-08-24,2117.100098,2150.000000,2117.100098,2117.100098,2117.100098,0
2009-08-25,2106.500000,2106.500000,2106.500000,2106.500000,2106.500000,0
2009-08-26,2106.500000,2150.000000,2106.500000,2150.000000,2150.000000,0
2009-08-27,2108.000000,2150.000000,2102.100098,2136.000000,2136.000000,0
2009-08-28,2123.899902,2123.899902,2123.899902,2123.899902,2123.899902,0
2009-08-31,2105.300049,2151.000000,2105.300049,2151.000000,2151.000000,0
2009-09-01,2105.300049,2137.000000,2105.300049,2137.000000,2137.000000,0
2009-09-02,2095.500000,2137.000000,2095.500000,2131.000000,2131.000000,0
2009-09-03,2108.899902,2141.000000,2108.899902,2141.000000,2141.000000,0
2009-09-04,2141.000000,2146.000000,2141.000000,2145.000000,2145.000000,0
2009-09-07,2102.600098,2115.600098,2102.600098,2115.600098,2115.600098,0
2009-09-08,2142.300049,2170.000000,2142.300049,2170.000000,2170.000000,0
2009-09-09,2138.000000,2186.000000,2138.000000,2186.000000,2186.000000,0
2009-09-10,2144.600098,2186.000000,2144.600098,2144.600098,2144.600098,0
2009-09-11,2161.899902,2186.000000,2161.899902,2186.000000,2186.000000,0
2009-09-14,2145.399902,2193.000000,2145.399902,2193.000000,2193.000000,0
2009-09-15,2162.899902,2162.899902,2162.899902,2162.899902,2162.899902,0
2009-09-16,2172.500000,2204.000000,2172.500000,2204.000000,2204.000000,0
2009-09-17,2172.699951,2172.699951,2110.000000,2172.699951,2172.699951,0
2009-09-18,2177.500000,2208.000000,2177.500000,2177.500000,2177.500000,0
2009-09-21,2162.399902,2205.000000,2162.399902,2162.399902,2162.399902,0
2009-09-22,2183.000000,2220.000000,2183.000000,2220.000000,2220.000000,0
2009-09-23,2183.000000,2220.000000,2183.000000,2215.000000,2215.000000,0
2009-09-24,2178.399902,2178.399902,2178.399902,2178.399902,2178.399902,0
2009-09-25,2175.100098,2175.100098,2175.100098,2175.100098,2175.100098,0
2009-09-28,2159.500000,2204.000000,2159.500000,2159.500000,2159.500000,0
2009-09-29,2146.000000,2204.000000,2146.000000,2146.000000,2146.000000,0
2009-09-30,2161.899902,2193.000000,2161.899902,2161.899902,2161.899902,0
2009-10-01,2144.399902,2186.000000,2144.399902,2144.399902,2144.399902,0
2009-10-02,2151.199951,2151.199951,2151.199951,2151.199951,2151.199951,0
2009-10-05,2156.500000,2192.000000,2156.500000,2192.000000,2192.000000,0
2009-10-06,2156.500000,2171.100098,2156.500000,2171.100098,2171.100098,0
2009-10-07,2192.000000,2202.000000,2166.800049,2202.000000,2202.000000,0
2009-10-08,2177.500000,2217.000000,2177.500000,2217.000000,2217.000000,0
2009-10-09,2177.500000,2202.000000,2177.500000,2202.000000,2202.000000,0
2009-10-12,2177.500000,2177.500000,2177.500000,2177.500000,2177.500000,0
2009-10-13,2187.600098,2187.600098,2187.600098,2187.600098,2187.600098,0
2009-10-14,2202.000000,2233.000000,2200.899902,2233.000000,2233.000000,0
2009-10-15,2200.199951,2239.000000,2200.199951,2239.000000,2239.000000,0
2009-10-16,2207.500000,2239.000000,2207.500000,2235.000000,2235.000000,0
2009-10-19,2201.600098,2242.000000,2201.600098,2242.000000,2242.000000,0
2009-10-20,2207.399902,2235.000000,2207.399902,2235.000000,2235.000000,0
2009-10-21,2203.000000,2250.000000,2203.000000,2250.000000,2250.000000,0
2009-10-22,2208.100098,2250.000000,2208.100098,2250.000000,2250.000000,0
2009-10-23,2226.800049,2250.000000,2226.800049,2226.800049,2226.800049,0
2009-10-26,2216.100098,2250.000000,2216.100098,2250.000000,2250.000000,0
2009-10-27,2193.699951,2250.000000,2193.699951,2222.000000,2222.000000,0
2009-10-28,2193.699951,2222.000000,2179.399902,2179.399902,2179.399902,0
2009-10-29,2179.399902,2209.000000,2171.500000,2171.500000,2171.500000,0
2009-10-30,2192.000000,2213.000000,2192.000000,2192.000000,2192.000000,0
2009-11-02,2179.100098,2225.000000,2179.100098,2225.000000,2225.000000,0
2009-11-03,2179.100098,2226.000000,2157.399902,2210.000000,2210.000000,0
2009-11-04,2157.399902,2226.000000,2157.399902,2226.000000,2226.000000,0
2009-11-05,2188.899902,2230.000000,2188.899902,2230.000000,2230.000000,0
2009-11-06,2202.300049,2232.000000,2202.300049,2232.000000,2232.000000,0
2009-11-09,2209.699951,2232.000000,2209.699951,2232.000000,2232.000000,0
2009-11-10,2210.800049,2243.000000,2210.800049,2243.000000,2243.000000,0
2009-11-11,2216.600098,2243.000000,2216.600098,2243.000000,2243.000000,0
2009-11-12,2205.600098,2243.000000,2205.600098,2230.000000,2230.000000,0
2009-11-13,2204.100098,2235.000000,2204.100098,2204.100098,2204.100098,0
2009-11-16,2206.500000,2246.000000,2206.500000,2246.000000,2246.000000,0
2009-11-17,2197.399902,2246.000000,2197.399902,2246.000000,2246.000000,0
2009-11-18,2207.500000,2249.000000,2207.500000,2249.000000,2249.000000,0
2009-11-19,2192.300049,2249.000000,2192.300049,2239.000000,2239.000000,0
2009-11-20,2200.100098,2239.000000,2200.100098,2230.000000,2230.000000,0
2009-11-23,2206.800049,2250.000000,2206.800049,2250.000000,2250.000000,0
2009-11-24,2204.100098,2250.000000,2204.100098,2241.000000,2241.000000,0
2009-11-25,2224.000000,2241.000000,2224.000000,2241.000000,2241.000000,0
2009-11-26,2224.000000,2224.000000,2222.199951,2222.199951,2222.199951,0
2009-11-27,2206.699951,2266.000000,2206.699951,2245.000000,2245.000000,0
2009-11-30,2218.699951,2218.699951,2218.699951,2218.699951,2218.699951,0
2009-12-01,2223.600098,2268.000000,2223.600098,2223.600098,2223.600098,0
2009-12-02,2227.300049,2268.000000,2227.300049,2258.000000,2258.000000,0
2009-12-03,2232.500000,2262.000000,2232.500000,2262.000000,2262.000000,0
2009-12-04,2230.800049,2262.000000,2230.800049,2262.000000,2262.000000,0
2009-12-07,2230.800049,2230.800049,2181.199951,2181.199951,2181.199951,0
2009-12-08,2182.899902,2182.899902,2182.899902,2182.899902,2182.899902,0
2009-12-09,2174.899902,2174.899902,2174.899902,2174.899902,2174.899902,0
2009-12-10,2174.500000,2174.500000,2174.500000,2174.500000,2174.500000,0
2009-12-11,2185.600098,2185.600098,2185.600098,2185.600098,2185.600098,0
2009-12-14,2156.699951,2156.699951,2156.699951,2156.699951,2156.699951,0
2009-12-15,2145.800049,2197.000000,2145.800049,2197.000000,2197.000000,0
2009-12-16,2148.000000,2148.000000,2148.000000,2148.000000,2148.000000,0
2009-12-17,2115.699951,2115.699951,2115.699951,2115.699951,2115.699951,0
2009-12-18,2118.600098,2118.600098,2118.600098,2118.600098,2118.600098,0
2009-12-21,2115.000000,2115.000000,2115.000000,2115.000000,2115.000000,0
2009-12-22,2115.000000,2143.000000,2106.399902,2143.000000,2143.000000,0
2009-12-23,2106.399902,2155.000000,2101.000000,2155.000000,2155.000000,0
2009-12-24,2124.100098,2124.100098,2124.100098,2124.100098,2124.100098,0
2009-12-25,2170.449951,2178.699951,2167.649902,2170.750000,2170.750000,0
2009-12-28,2131.600098,2155.000000,2131.600098,2155.000000,2155.000000,0
2009-12-29,2129.800049,2155.000000,2129.800049,2154.000000,2154.000000,0
2009-12-30,2129.800049,2154.000000,2112.600098,2152.000000,2152.000000,0
2009-12-31,2123.399902,2152.000000,2123.399902,2152.000000,2152.000000,0
2010-01-01,null,null,null,null,null,null
2010-01-04,2123.399902,2123.399902,2122.399902,2122.399902,2122.399902,0
2010-01-05,2124.899902,2167.000000,2124.899902,2157.000000,2157.000000,0
2010-01-06,2124.899902,2158.000000,2116.500000,2158.000000,2158.000000,0
2010-01-07,2116.500000,2119.699951,2116.500000,2119.699951,2119.699951,0
2010-01-08,2116.300049,2116.300049,2116.300049,2116.300049,2116.300049,0
2010-01-11,2143.300049,2143.300049,2143.300049,2143.300049,2143.300049,0
2010-01-12,2135.500000,2135.500000,2135.500000,2135.500000,2135.500000,0
2010-01-13,2144.300049,2144.300049,2144.300049,2144.300049,2144.300049,0
2010-01-14,2137.100098,2137.100098,2137.100098,2137.100098,2137.100098,0
2010-01-15,2128.800049,2128.800049,2128.800049,2128.800049,2128.800049,0
2010-01-18,2120.800049,2120.800049,2120.800049,2120.800049,2120.800049,0
2010-01-19,2115.600098,2115.600098,2115.600098,2115.600098,2115.600098,0
2010-01-20,2085.800049,2085.800049,2085.800049,2085.800049,2085.800049,0
2010-01-21,2085.800049,2085.800049,2080.100098,2080.100098,2080.100098,0
2010-01-22,2080.100098,2087.399902,2080.100098,2087.399902,2087.399902,0
2010-01-25,2087.399902,2088.199951,2087.399902,2088.199951,2088.199951,0
2010-01-26,2075.699951,2075.699951,2075.699951,2075.699951,2075.699951,0
2010-01-27,2073.800049,2073.800049,2073.800049,2073.800049,2073.800049,0
2010-01-28,2063.500000,2063.500000,2063.500000,2063.500000,2063.500000,0
2010-01-29,2065.399902,2065.399902,2065.399902,2065.399902,2065.399902,0
2010-02-01,2045.500000,2084.000000,2045.500000,2084.000000,2084.000000,0
2010-02-02,2052.899902,2088.000000,2052.899902,2088.000000,2088.000000,0
2010-02-03,2052.899902,2088.000000,2052.899902,2088.000000,2088.000000,0
2010-02-04,2036.400024,2088.000000,2036.400024,2063.000000,2063.000000,0
2010-02-05,2026.300049,2063.000000,2026.300049,2047.000000,2047.000000,0
2010-02-08,2009.800049,2055.000000,2009.800049,2055.000000,2055.000000,0
2010-02-09,2019.000000,2055.000000,2019.000000,2055.000000,2055.000000,0
2010-02-10,2028.099976,2058.000000,2028.099976,2058.000000,2058.000000,0
2010-02-11,2022.699951,2058.000000,2022.699951,2040.000000,2040.000000,0
2010-02-12,2002.699951,2041.000000,2002.699951,2041.000000,2041.000000,0
2010-02-15,2005.300049,2005.300049,2005.300049,2005.300049,2005.300049,0
2010-02-16,2009.000000,2064.000000,2009.000000,2064.000000,2064.000000,0
2010-02-17,2022.199951,2064.000000,2022.199951,2064.000000,2064.000000,0
2010-02-18,1996.699951,2064.000000,1996.699951,2064.000000,2064.000000,0
2010-02-19,1994.900024,2043.000000,1994.900024,2043.000000,2043.000000,0
2010-02-22,2001.699951,2043.000000,2001.699951,2043.000000,2043.000000,0
2010-02-23,1996.000000,2030.000000,1996.000000,2030.000000,2030.000000,0
2010-02-24,1994.500000,1994.500000,1994.500000,1994.500000,1994.500000,0
2010-02-25,1985.400024,2030.000000,1985.400024,2028.000000,2028.000000,0
2010-02-26,1999.699951,2028.000000,1999.699951,2028.000000,2028.000000,0
2010-03-01,1994.400024,1994.400024,1994.400024,1994.400024,1994.400024,0
2010-03-02,1992.699951,2033.000000,1992.699951,2025.000000,2025.000000,0
2010-03-03,2008.599976,2033.000000,2008.599976,2033.000000,2033.000000,0
2010-03-04,2014.199951,2060.000000,2014.199951,2060.000000,2060.000000,0
2010-03-05,2008.099976,2041.000000,2008.099976,2040.000000,2040.000000,0
2010-03-08,2008.000000,2043.000000,2008.000000,2043.000000,2043.000000,0
2010-03-09,2008.000000,2043.000000,2004.900024,2038.000000,2038.000000,0
2010-03-10,2012.599976,2050.000000,2012.599976,2050.000000,2050.000000,0
2010-03-11,2018.199951,2051.000000,2018.199951,2051.000000,2051.000000,0
2010-03-12,2037.699951,2065.000000,2037.699951,2065.000000,2065.000000,0
2010-03-15,2019.900024,2019.900024,2019.900024,2019.900024,2019.900024,0
2010-03-16,2027.500000,2065.000000,2027.500000,2063.000000,2063.000000,0
2010-03-17,2026.800049,2061.000000,2026.800049,2061.000000,2061.000000,0
2010-03-18,2026.800049,2043.000000,2011.300049,2042.000000,2042.000000,0
2010-03-19,2005.000000,2042.000000,2005.000000,2028.000000,2028.000000,0
2010-03-22,1986.300049,2030.000000,1986.300049,2030.000000,2030.000000,0
2010-03-23,1986.300049,2030.000000,1984.400024,2028.000000,2028.000000,0
2010-03-24,1964.900024,2028.000000,1964.900024,2000.000000,2000.000000,0
2010-03-25,1964.900024,2000.000000,1964.900024,2000.000000,2000.000000,0
2010-03-26,1978.500000,2010.000000,1978.500000,2010.000000,2010.000000,0
2010-03-29,1981.800049,2018.000000,1981.800049,2018.000000,2018.000000,0
2010-03-30,1981.800049,2018.000000,1981.800049,2013.000000,2013.000000,0
2010-03-31,1983.199951,2030.000000,1983.199951,2030.000000,2030.000000,0
2010-04-01,1985.099976,2033.000000,1985.099976,2033.000000,2033.000000,0
2010-04-02,1985.099976,1985.099976,1985.099976,1985.099976,1985.099976,0
2010-04-05,1985.099976,2021.000000,1985.099976,2021.000000,2021.000000,0
2010-04-06,1985.099976,2021.000000,1973.699951,2010.000000,2010.000000,0
2010-04-07,1963.300049,2005.000000,1963.300049,2005.000000,2005.000000,0
2010-04-08,1963.300049,2002.000000,1957.800049,2002.000000,2002.000000,0
2010-04-09,1980.400024,2018.000000,1980.400024,2018.000000,2018.000000,0
2010-04-12,2000.599976,2018.000000,2000.599976,2018.000000,2018.000000,0
2010-04-13,2000.599976,2037.000000,1999.900024,1999.900024,1999.900024,0
2010-04-14,2003.199951,2050.000000,2003.199951,2050.000000,2050.000000,0
2010-04-15,2000.599976,2034.000000,2000.599976,2034.000000,2034.000000,0
2010-04-16,1999.099976,1999.099976,3.000000,1999.099976,1999.099976,0
2010-04-19,1975.800049,1975.800049,1975.800049,1975.800049,1975.800049,0
2010-04-20,1987.800049,2016.000000,1987.800049,2016.000000,2016.000000,0
2010-04-21,1970.099976,2010.000000,1970.099976,2010.000000,2010.000000,0
2010-04-22,1961.599976,1961.599976,1961.599976,1961.599976,1961.599976,0
2010-04-23,1965.699951,2005.000000,1965.699951,2005.000000,2005.000000,0
2010-04-26,1959.199951,2001.000000,1959.199951,2001.000000,2001.000000,0
2010-04-27,1957.599976,1996.000000,1957.599976,1996.000000,1996.000000,0
2010-04-28,1957.599976,1979.000000,1940.400024,1979.000000,1979.000000,0
2010-04-29,1947.300049,1987.000000,1947.300049,1987.000000,1987.000000,0
2010-04-30,1967.300049,1999.000000,1967.300049,1999.000000,1999.000000,0
2010-05-03,1945.199951,1981.000000,1945.199951,1981.000000,1981.000000,0
2010-05-04,1930.099976,1955.000000,1930.099976,1955.000000,1955.000000,0
2010-05-05,1902.199951,1928.000000,1902.199951,1928.000000,1928.000000,0
2010-05-06,1879.400024,1907.000000,1879.400024,1907.000000,1907.000000,0
2010-05-07,1887.099976,1908.000000,1887.099976,1908.000000,1908.000000,0
2010-05-10,1910.599976,1910.599976,1910.599976,1910.599976,1910.599976,0
2010-05-11,1863.300049,1909.000000,1863.300049,1909.000000,1909.000000,0
2010-05-12,1859.300049,1909.000000,1859.300049,1893.000000,1893.000000,0
2010-05-13,1859.300049,1893.000000,1849.099976,1886.000000,1886.000000,0
2010-05-14,1839.300049,1857.000000,1839.300049,1857.000000,1857.000000,0
2010-05-17,1808.900024,1857.000000,1808.900024,1808.900024,1808.900024,0
2010-05-18,1821.400024,1864.000000,1821.400024,1864.000000,1864.000000,0
2010-05-19,1789.099976,1789.099976,1789.099976,1789.099976,1789.099976,0
2010-05-20,1812.000000,1864.000000,1812.000000,1848.000000,1848.000000,0
2010-05-21,1812.000000,1885.000000,1812.000000,1885.000000,1885.000000,0
2010-05-24,1817.699951,1856.000000,1817.699951,1856.000000,1856.000000,0
2010-05-25,1790.199951,1838.000000,1790.199951,1838.000000,1838.000000,0
2010-05-26,1807.599976,1843.000000,1807.599976,1843.000000,1843.000000,0
2010-05-27,1807.599976,1843.000000,1806.500000,1842.000000,1842.000000,0
2010-05-28,1806.500000,1850.000000,1806.500000,1850.000000,1850.000000,0
2010-05-31,1804.000000,1804.000000,1804.000000,1804.000000,1804.000000,0
2010-06-01,1789.599976,1850.000000,1789.599976,1837.000000,1837.000000,0
2010-06-02,1795.099976,1837.000000,1795.099976,1837.000000,1837.000000,0
2010-06-03,1798.000000,1830.000000,1798.000000,1824.000000,1824.000000,0
2010-06-04,1794.599976,1824.000000,1794.599976,1824.000000,1824.000000,0
2010-06-07,1757.099976,1800.000000,1757.099976,1800.000000,1800.000000,0
2010-06-08,1748.400024,1791.000000,1748.400024,1791.000000,1791.000000,0
2010-06-09,1755.900024,1805.000000,1755.900024,1805.000000,1805.000000,0
2010-06-10,1767.699951,1767.699951,1767.699951,1767.699951,1767.699951,0
2010-06-11,1788.199951,1815.000000,1788.199951,1815.000000,1815.000000,0
2010-06-14,1797.099976,1840.000000,1797.099976,1840.000000,1840.000000,0
2010-06-15,1799.099976,1842.000000,1799.099976,1842.000000,1842.000000,0
2010-06-16,1803.699951,1849.000000,1803.699951,1842.000000,1842.000000,0
2010-06-17,1816.199951,1857.000000,1816.199951,1857.000000,1857.000000,0
2010-06-18,1824.599976,1857.000000,1824.599976,1857.000000,1857.000000,0
2010-06-21,1819.500000,1848.000000,1819.500000,1848.000000,1848.000000,0
2010-06-22,1800.300049,1840.000000,1800.300049,1840.000000,1840.000000,0
2010-06-23,1803.599976,1803.599976,1803.599976,1803.599976,1803.599976,0
2010-06-24,1803.500000,1852.000000,1803.500000,1836.000000,1836.000000,0
2010-06-25,1803.500000,1856.000000,1803.500000,1856.000000,1856.000000,0
2010-06-28,1811.400024,1856.000000,1811.400024,1856.000000,1856.000000,0
2010-06-29,1789.199951,1848.000000,1789.199951,1848.000000,1848.000000,0
2010-06-30,1804.400024,1837.000000,1804.400024,1824.000000,1824.000000,0
2010-07-01,1812.300049,1869.000000,1812.300049,1869.000000,1869.000000,0
2010-07-02,1812.300049,1886.000000,1812.300049,1886.000000,1886.000000,0
2010-07-05,1839.699951,1839.699951,1839.699951,1839.699951,1839.699951,0
2010-07-06,1856.099976,1897.000000,1856.099976,1886.000000,1886.000000,0
2010-07-07,1850.099976,1897.000000,1850.099976,1895.000000,1895.000000,0
2010-07-08,1858.699951,1900.000000,1858.699951,1900.000000,1900.000000,0
2010-07-09,1869.400024,1900.000000,1869.400024,1900.000000,1900.000000,0
2010-07-12,1845.500000,1845.500000,1845.500000,1845.500000,1845.500000,0
2010-07-13,1846.699951,1903.000000,1846.699951,1903.000000,1903.000000,0
2010-07-14,1846.699951,1868.199951,1846.699951,1868.199951,1868.199951,0
2010-07-15,1882.900024,1934.000000,1882.900024,1910.000000,1910.000000,0
2010-07-16,1882.900024,1939.000000,1882.900024,1934.000000,1934.000000,0
2010-07-19,1903.699951,1945.000000,1903.699951,1939.000000,1939.000000,0
2010-07-20,1904.599976,1945.000000,1904.599976,1934.000000,1934.000000,0
2010-07-21,1881.699951,1919.000000,1881.699951,1919.000000,1919.000000,0
2010-07-22,1891.199951,1891.199951,1891.199951,1891.199951,1891.199951,0
2010-07-23,1910.599976,1926.000000,1910.599976,1926.000000,1926.000000,0
2010-07-26,1896.699951,1926.000000,1896.699951,1926.000000,1926.000000,0
2010-07-27,1911.000000,1911.000000,1911.000000,1911.000000,1911.000000,0
2010-07-28,1918.599976,1949.000000,1918.599976,1949.000000,1949.000000,0
2010-07-29,1924.400024,1961.000000,1924.400024,1961.000000,1961.000000,0
2010-07-30,1920.099976,1961.000000,1920.099976,1961.000000,1961.000000,0
2010-08-02,1921.599976,1921.599976,1921.599976,1921.599976,1921.599976,0
2010-08-03,1947.599976,1983.000000,1947.599976,1954.000000,1954.000000,0
2010-08-04,1943.599976,1943.599976,1943.599976,1954.000000,1954.000000,0
2010-08-05,1943.099976,1943.099976,1943.099976,1983.000000,1983.000000,0
2010-08-06,1977.000000,1978.000000,1944.699951,1943.099976,1943.099976,0
2010-08-09,1950.300049,1985.000000,1950.300049,1944.699951,1944.699951,0
2010-08-10,1935.699951,1962.000000,1935.699951,1985.000000,1985.000000,0
2010-08-11,1911.099976,1911.099976,1911.099976,1962.000000,1962.000000,0
2010-08-12,1883.800049,1934.000000,1883.800049,1934.000000,1934.000000,0
2010-08-13,1889.099976,1913.000000,1889.099976,1934.000000,1934.000000,0
2010-08-16,1881.599976,1881.599976,1881.599976,1889.099976,1889.099976,0
2010-08-17,1899.599976,1899.599976,1899.599976,1881.599976,1881.599976,0
2010-08-18,1901.400024,1901.400024,1901.400024,1899.599976,1899.599976,0
2010-08-19,1894.500000,1894.500000,1894.500000,1901.400024,1901.400024,0
2010-08-20,1873.300049,1873.300049,1873.300049,1894.500000,1894.500000,0
2010-08-23,1875.699951,1875.699951,1875.699951,1873.300049,1873.300049,0
2010-08-24,1875.699951,1875.699951,1861.300049,1875.699951,1875.699951,0
2010-08-25,1866.199951,1866.199951,1866.199951,1861.300049,1861.300049,0
2010-08-26,1875.099976,1875.099976,1875.099976,1866.199951,1866.199951,0
2010-08-27,1877.199951,1877.199951,1877.199951,1875.099976,1875.099976,0
2010-08-30,1875.000000,1875.000000,1875.000000,1877.199951,1877.199951,0
2010-08-31,1872.400024,1913.000000,1872.400024,1875.000000,1875.000000,0
2010-09-01,1889.400024,1889.400024,1889.400024,1913.000000,1913.000000,0
